,case,C,T0,Tf,alpha,L,D,check,mean_time,efficacy,clusters
69,20x20.txt,2,50,0.002,0.8,70,6,4,24.64675152,0.4244604316546763,5
70,20x20.txt,2,50,0.002,0.8,70,12,4,5.742558,0.4034090909090909,3
71,20x20.txt,2,50,0.002,0.8,70,18,4,5.72715449,0.4034090909090909,3
72,20x20.txt,2,50,0.002,0.9,10,6,4,0.66866863,0.4244604316546763,5
73,20x20.txt,2,50,0.002,0.9,10,12,4,0.19622362,0.4034090909090909,3
74,20x20.txt,2,50,0.002,0.9,10,18,4,0.14141095,0.4034090909090909,3
75,20x20.txt,2,50,0.002,0.9,30,6,4,10.13234258,0.4244604316546763,5
76,20x20.txt,2,50,0.002,0.9,30,12,4,5.60237002,0.4034090909090909,3
77,20x20.txt,2,50,0.002,0.9,30,18,4,5.58518147,0.4034090909090909,3
78,20x20.txt,2,50,0.002,0.9,70,6,4,26.25225353,0.4244604316546763,5
79,20x20.txt,2,50,0.002,0.9,70,12,4,13.00210702,0.4034090909090909,3
80,20x20.txt,2,50,0.002,0.9,70,18,4,12.94487011,0.4034090909090909,3
81,24x40.txt,2,10,0.002,0.7,10,6,4,1.01615846,0.3648068669527897,5
82,24x40.txt,2,10,0.002,0.7,10,12,4,0.75025964,0.36324786324786323,5
83,24x40.txt,2,10,0.002,0.7,10,18,4,1.2325325,0.418848167539267,7
84,24x40.txt,2,10,0.002,0.7,30,6,4,1.03536856,0.3648068669527897,5
85,24x40.txt,2,10,0.002,0.7,30,12,4,2.73582554,0.36324786324786323,5
86,24x40.txt,2,10,0.002,0.7,30,18,4,0.72666311,0.36324786324786323,5
87,24x40.txt,2,10,0.002,0.7,70,6,4,1.4823544,0.3648068669527897,5
88,24x40.txt,2,10,0.002,0.7,70,12,4,5.43160868,0.36324786324786323,5
89,24x40.txt,2,10,0.002,0.7,70,18,4,0.80260801,0.36324786324786323,5
90,24x40.txt,2,10,0.002,0.8,10,6,4,1.28131652,0.3648068669527897,5
91,24x40.txt,2,10,0.002,0.8,10,12,4,0.96041489,0.36324786324786323,5
92,24x40.txt,2,10,0.002,0.8,10,18,4,0.68700194,0.36324786324786323,5
93,24x40.txt,2,10,0.002,0.8,30,6,4,1.04292202,0.3648068669527897,5
94,24x40.txt,2,10,0.002,0.8,30,12,4,5.3482275,0.36324786324786323,5
95,24x40.txt,2,10,0.002,0.8,30,18,4,0.76491117,0.36324786324786323,5
96,24x40.txt,2,10,0.002,0.8,70,6,4,1.49247849,0.3648068669527897,5
97,24x40.txt,2,10,0.002,0.8,70,12,4,13.09875154,0.36324786324786323,5
98,24x40.txt,2,10,0.002,0.8,70,18,4,0.78568745,0.36324786324786323,5
99,24x40.txt,2,10,0.002,0.9,10,6,4,0.89571488,0.3648068669527897,5
100,24x40.txt,2,10,0.002,0.9,10,12,4,0.72558749,0.36324786324786323,5
101,24x40.txt,2,10,0.002,0.9,10,18,4,0.74936664,0.36324786324786323,5
102,24x40.txt,2,10,0.002,0.9,30,6,4,1.04572701,0.3648068669527897,5
103,24x40.txt,2,10,0.002,0.9,30,12,4,13.93300653,0.36324786324786323,5
104,24x40.txt,2,10,0.002,0.9,30,18,4,0.76117706,0.36324786324786323,5
105,24x40.txt,2,10,0.002,0.9,70,6,4,1.45905542,0.3648068669527897,5
106,24x40.txt,2,10,0.002,0.9,70,12,4,31.54004884,0.36324786324786323,5
107,24x40.txt,2,10,0.002,0.9,70,18,4,0.73043752,0.36324786324786323,5
108,24x40.txt,2,30,0.002,0.7,10,6,4,1.03630793,0.3648068669527897,5
109,24x40.txt,2,30,0.002,0.7,10,12,4,0.77777696,0.36324786324786323,5
110,24x40.txt,2,30,0.002,0.7,10,18,4,0.70222592,0.36324786324786323,5
111,24x40.txt,2,30,0.002,0.7,30,6,4,1.01989007,0.3648068669527897,5
112,24x40.txt,2,30,0.002,0.7,30,12,4,3.15876544,0.36324786324786323,5
113,24x40.txt,2,30,0.002,0.7,30,18,4,0.73908997,0.36324786324786323,5
114,24x40.txt,2,30,0.002,0.7,70,6,4,1.45063901,0.3648068669527897,5
115,24x40.txt,2,30,0.002,0.7,70,12,4,6.48372507,0.36324786324786323,5
116,24x40.txt,2,30,0.002,0.7,70,18,4,0.762604,0.36324786324786323,5
117,24x40.txt,2,30,0.002,0.8,10,6,4,0.46079934,0.3648068669527897,5
118,24x40.txt,2,30,0.002,0.8,10,12,4,0.74881315,0.36324786324786323,5
119,24x40.txt,2,30,0.002,0.8,10,18,4,0.70110452,0.36324786324786323,5
120,24x40.txt,2,30,0.002,0.8,30,6,4,1.04047155,0.3648068669527897,5
121,24x40.txt,2,30,0.002,0.8,30,12,4,6.54439664,0.36324786324786323,5
122,24x40.txt,2,30,0.002,0.8,30,18,4,0.7359134,0.36324786324786323,5
123,24x40.txt,2,30,0.002,0.8,70,6,4,1.48426092,0.3648068669527897,5
124,24x40.txt,2,30,0.002,0.8,70,12,4,14.15720785,0.36324786324786323,5
125,24x40.txt,2,30,0.002,0.8,70,18,4,0.74486315,0.36324786324786323,5
126,24x40.txt,2,30,0.002,0.9,10,6,4,1.43985856,0.3648068669527897,5
127,24x40.txt,2,30,0.002,0.9,10,12,4,0.78728902,0.36324786324786323,5
128,24x40.txt,2,30,0.002,0.9,10,18,4,0.76166701,0.36324786324786323,5
129,24x40.txt,2,30,0.002,0.9,30,6,4,1.02821457,0.3648068669527897,5
130,24x40.txt,2,30,0.002,0.9,30,12,4,15.98005867,0.36324786324786323,5
131,24x40.txt,2,30,0.002,0.9,30,18,4,0.76867712,0.36324786324786323,5
132,24x40.txt,2,30,0.002,0.9,70,6,4,1.50200689,0.3648068669527897,5
133,24x40.txt,2,30,0.002,0.9,70,12,4,34.28643358,0.36324786324786323,5
134,24x40.txt,2,30,0.002,0.9,70,18,4,0.75041366,0.36324786324786323,5
135,24x40.txt,2,50,0.002,0.7,10,6,4,0.70017707,0.3648068669527897,5
136,24x40.txt,2,50,0.002,0.7,10,12,4,1.05604005,0.36324786324786323,5
137,24x40.txt,2,50,0.002,0.7,10,18,4,0.71162343,0.36324786324786323,5
138,24x40.txt,2,50,0.002,0.7,30,6,4,1.04084599,0.3648068669527897,5
139,24x40.txt,2,50,0.002,0.7,30,12,4,3.60084689,0.36324786324786323,5
140,24x40.txt,2,50,0.002,0.7,30,18,4,0.74091291,0.36324786324786323,5
141,24x40.txt,2,50,0.002,0.7,70,6,4,1.45701253,0.3648068669527897,5
142,24x40.txt,2,50,0.002,0.7,70,12,4,7.56381702,0.36324786324786323,5
143,24x40.txt,2,50,0.002,0.7,70,18,4,0.75837338,0.36324786324786323,5
144,24x40.txt,2,50,0.002,0.8,10,6,4,0.76505423,0.3648068669527897,5
145,24x40.txt,2,50,0.002,0.8,10,12,4,1.16479349,0.36324786324786323,5
146,24x40.txt,2,50,0.002,0.8,10,18,4,0.6665864,0.36324786324786323,5
147,24x40.txt,2,50,0.002,0.8,30,6,4,1.03538013,0.3648068669527897,5
148,24x40.txt,2,50,0.002,0.8,30,12,4,6.97404146,0.36324786324786323,5
149,24x40.txt,2,50,0.002,0.8,30,18,4,0.77479088,0.36324786324786323,5
150,24x40.txt,2,50,0.002,0.8,70,6,4,1.48822141,0.3648068669527897,5
151,24x40.txt,2,50,0.002,0.8,70,12,4,15.59091151,0.36324786324786323,5
152,24x40.txt,2,50,0.002,0.8,70,18,4,0.71598148,0.36324786324786323,5
153,24x40.txt,2,50,0.002,0.9,10,6,4,0.48065555,0.3648068669527897,5
154,24x40.txt,2,50,0.002,0.9,10,12,4,0.61822987,0.36324786324786323,5
155,24x40.txt,2,50,0.002,0.9,10,18,4,0.72064865,0.36324786324786323,5
156,24x40.txt,2,50,0.002,0.9,30,6,4,1.09002256,0.3648068669527897,5
157,24x40.txt,2,50,0.002,0.9,30,12,4,16.71542501,0.36324786324786323,5
158,24x40.txt,2,50,0.002,0.9,30,18,4,0.75857747,0.36324786324786323,5
159,24x40.txt,2,50,0.002,0.9,70,6,4,1.46186352,0.3648068669527897,5
160,24x40.txt,2,50,0.002,0.9,70,12,4,26.86993003,0.36324786324786323,5
161,24x40.txt,2,50,0.002,0.9,70,18,4,0.74123037,0.36324786324786323,5
162,30x50.txt,2,10,0.002,0.7,10,6,4,5.93292642,0.48792270531400966,10
163,30x50.txt,2,10,0.002,0.7,10,12,4,4.28346944,0.48792270531400966,10
164,30x50.txt,2,10,0.002,0.7,10,18,4,4.12527347,0.48792270531400966,10
165,30x50.txt,2,10,0.002,0.7,30,6,4,10.37803543,0.48792270531400966,10
166,30x50.txt,2,10,0.002,0.7,30,12,4,6.65475762,0.48792270531400966,10
167,30x50.txt,2,10,0.002,0.7,30,18,4,7.52248943,0.48792270531400966,10
168,30x50.txt,2,10,0.002,0.7,70,6,4,18.15143001,0.48792270531400966,10
169,30x50.txt,2,10,0.002,0.7,70,12,4,9.99358296,0.48792270531400966,10
170,30x50.txt,2,10,0.002,0.7,70,18,4,11.07435,0.48792270531400966,10
171,30x50.txt,2,10,0.002,0.8,10,6,4,3.83153903,0.48792270531400966,10
172,30x50.txt,2,10,0.002,0.8,10,12,4,4.49371016,0.48792270531400966,10
173,30x50.txt,2,10,0.002,0.8,10,18,4,5.09871495,0.48792270531400966,10
174,30x50.txt,2,10,0.002,0.8,30,6,4,16.51290762,0.48792270531400966,10
175,30x50.txt,2,10,0.002,0.8,30,12,4,10.81986797,0.48792270531400966,10
176,30x50.txt,2,10,0.002,0.8,30,18,4,11.17217267,0.48792270531400966,10
177,30x50.txt,2,10,0.002,0.8,70,6,4,32.70397615,0.48792270531400966,10
178,30x50.txt,2,10,0.002,0.8,70,12,4,20.12434947,0.48792270531400966,10
179,30x50.txt,2,10,0.002,0.8,70,18,4,21.1225363,0.48792270531400966,10
180,30x50.txt,2,10,0.002,0.9,10,6,4,5.2089541,0.48792270531400966,10
181,30x50.txt,2,10,0.002,0.9,10,12,4,3.96159101,0.48792270531400966,10
182,30x50.txt,2,10,0.002,0.9,10,18,4,5.19621265,0.48792270531400966,10
183,30x50.txt,2,10,0.002,0.9,30,6,4,33.58581102,0.48792270531400966,10
184,30x50.txt,2,10,0.002,0.9,30,12,4,22.80076659,0.48792270531400966,10
185,30x50.txt,2,10,0.002,0.9,30,18,4,20.22160459,0.48792270531400966,10
186,30x50.txt,2,10,0.002,0.9,70,6,4,72.37844217,0.48792270531400966,10
187,30x50.txt,2,10,0.002,0.9,70,12,4,47.92334545,0.48792270531400966,10
188,30x50.txt,2,10,0.002,0.9,70,18,4,48.96207392,0.48792270531400966,10
189,30x50.txt,2,30,0.002,0.7,10,6,4,5.07347703,0.48792270531400966,10
190,30x50.txt,2,30,0.002,0.7,10,12,4,3.88578653,0.48792270531400966,10
191,30x50.txt,2,30,0.002,0.7,10,18,4,4.75697708,0.48792270531400966,10
192,30x50.txt,2,30,0.002,0.7,30,6,4,11.53579521,0.48792270531400966,10
193,30x50.txt,2,30,0.002,0.7,30,12,4,7.33409536,0.48792270531400966,10
194,30x50.txt,2,30,0.002,0.7,30,18,4,7.69037485,0.48792270531400966,10
195,30x50.txt,2,30,0.002,0.7,70,6,4,21.09736395,0.48792270531400966,10
196,30x50.txt,2,30,0.002,0.7,70,12,4,12.27436304,0.48792270531400966,10
197,30x50.txt,2,30,0.002,0.7,70,18,4,13.2265718,0.48792270531400966,10
198,30x50.txt,2,30,0.002,0.8,10,6,4,6.75283253,0.48792270531400966,10
199,30x50.txt,2,30,0.002,0.8,10,12,4,4.52545452,0.48792270531400966,10
200,30x50.txt,2,30,0.002,0.8,10,18,4,4.44094551,0.48792270531400966,10
201,30x50.txt,2,30,0.002,0.8,30,6,4,18.58441961,0.48792270531400966,10
202,30x50.txt,2,30,0.002,0.8,30,12,4,12.27030456,0.48792270531400966,10
203,30x50.txt,2,30,0.002,0.8,30,18,4,12.60478997,0.48792270531400966,10
204,30x50.txt,2,30,0.002,0.8,70,6,4,37.42808199,0.48792270531400966,10
205,30x50.txt,2,30,0.002,0.8,70,12,4,23.35970151,0.48792270531400966,10
206,30x50.txt,2,30,0.002,0.8,70,18,4,24.36409307,0.48792270531400966,10
207,30x50.txt,2,30,0.002,0.9,10,6,4,5.56854045,0.48792270531400966,10
208,30x50.txt,2,30,0.002,0.9,10,12,4,5.14798248,0.48792270531400966,10
209,30x50.txt,2,30,0.002,0.9,10,18,4,5.68183601,0.48792270531400966,10
210,30x50.txt,2,30,0.002,0.9,30,6,4,38.3665781,0.48792270531400966,10
211,30x50.txt,2,30,0.002,0.9,30,12,4,25.90890896,0.48792270531400966,10
212,30x50.txt,2,30,0.002,0.9,30,18,4,26.19486892,0.48792270531400966,10
213,30x50.txt,2,30,0.002,0.9,70,6,4,82.45804501,0.48792270531400966,10
214,30x50.txt,2,30,0.002,0.9,70,12,4,55.18677545,0.48792270531400966,10
215,30x50.txt,2,30,0.002,0.9,70,18,4,56.25508237,0.48792270531400966,10
216,30x50.txt,2,50,0.002,0.7,10,6,4,5.9428916,0.48792270531400966,10
217,30x50.txt,2,50,0.002,0.7,10,12,4,3.92813969,0.48792270531400966,10
218,30x50.txt,2,50,0.002,0.7,10,18,4,4.13128853,0.48792270531400966,10
219,30x50.txt,2,50,0.002,0.7,30,6,4,12.44185543,0.48792270531400966,10
220,30x50.txt,2,50,0.002,0.7,30,12,4,7.86202598,0.48792270531400966,10
221,30x50.txt,2,50,0.002,0.7,30,18,4,8.354321,0.48792270531400966,10
222,30x50.txt,2,50,0.002,0.7,70,6,4,22.94314468,0.48792270531400966,10
223,30x50.txt,2,50,0.002,0.7,70,12,4,13.42735946,0.48792270531400966,10
224,30x50.txt,2,50,0.002,0.7,70,18,4,14.39679945,0.48792270531400966,10
225,30x50.txt,2,50,0.002,0.8,10,6,4,5.46381354,0.48792270531400966,10
226,30x50.txt,2,50,0.002,0.8,10,12,4,4.14478278,0.48792270531400966,10
227,30x50.txt,2,50,0.002,0.8,10,18,4,4.28658509,0.48792270531400966,10
228,30x50.txt,2,50,0.002,0.8,30,6,4,19.32556307,0.48792270531400966,10
229,30x50.txt,2,50,0.002,0.8,30,12,4,12.6263845,0.48792270531400966,10
230,30x50.txt,2,50,0.002,0.8,30,18,4,10.67514145,0.48792270531400966,10
231,30x50.txt,2,50,0.002,0.8,70,6,4,39.12616134,0.48792270531400966,10
232,30x50.txt,2,50,0.002,0.8,70,12,4,24.61152291,0.48792270531400966,10
233,30x50.txt,2,50,0.002,0.8,70,18,4,25.710935,0.48792270531400966,10
234,30x50.txt,2,50,0.002,0.9,10,6,4,5.11505342,0.48792270531400966,10
235,30x50.txt,2,50,0.002,0.9,10,12,4,3.9330976,0.48792270531400966,10
236,30x50.txt,2,50,0.002,0.9,10,18,4,3.83174908,0.48792270531400966,10
237,30x50.txt,2,50,0.002,0.9,30,6,4,40.07148457,0.48792270531400966,10
238,30x50.txt,2,50,0.002,0.9,30,12,4,27.47912419,0.48792270531400966,10
239,30x50.txt,2,50,0.002,0.9,30,18,4,27.90538871,0.48792270531400966,10
240,30x50.txt,2,50,0.002,0.9,70,6,4,87.22909832,0.48792270531400966,10
241,30x50.txt,2,50,0.002,0.9,70,12,4,58.60157287,0.48792270531400966,10
242,30x50.txt,2,50,0.002,0.9,70,18,4,59.56276608,0.48792270531400966,10
243,30x90.txt,2,10,0.002,0.7,10,6,4,5.92654002,0.34663341645885287,7
244,30x90.txt,2,10,0.002,0.7,10,12,4,7.23337007,0.355,7
245,30x90.txt,2,10,0.002,0.7,10,18,4,6.07820702,0.3491271820448878,7
246,30x90.txt,2,10,0.002,0.7,30,6,4,7.39319515,0.34663341645885287,7
247,30x90.txt,2,10,0.002,0.7,30,12,4,7.74668515,0.355,7
248,30x90.txt,2,10,0.002,0.7,30,18,4,7.75673008,0.3491271820448878,7
249,30x90.txt,2,10,0.002,0.7,70,6,4,7.80609262,0.34663341645885287,7
250,30x90.txt,2,10,0.002,0.7,70,12,4,7.87427843,0.355,7
251,30x90.txt,2,10,0.002,0.7,70,18,4,7.75887024,0.3491271820448878,7
252,30x90.txt,2,10,0.002,0.8,10,6,4,2.72157645,0.2771618625277162,3
253,30x90.txt,2,10,0.002,0.8,10,12,4,4.94865799,0.3425287356321839,5
254,30x90.txt,2,10,0.002,0.8,10,18,4,12.04738951,0.37823834196891193,7
255,30x90.txt,2,10,0.002,0.8,30,6,4,2.93133545,0.2796420581655481,3
256,30x90.txt,2,10,0.002,0.8,30,12,4,3.43288934,0.2808219178082192,3
257,30x90.txt,2,10,0.002,0.8,30,18,4,3.46201992,0.2808219178082192,3
258,30x90.txt,2,10,0.002,0.8,70,6,4,2.84917629,0.2771618625277162,3
259,30x90.txt,2,10,0.002,0.8,70,12,4,3.43425262,0.2811791383219955,3
260,30x90.txt,2,10,0.002,0.8,70,18,4,3.31363297,0.2811791383219955,3
261,30x90.txt,2,10,0.002,0.9,10,6,4,7.03897345,0.2811791383219955,3
262,30x90.txt,2,10,0.002,0.9,10,12,4,11.11317015,0.37823834196891193,7
263,30x90.txt,2,10,0.002,0.9,10,18,4,2.2475965,0.2811791383219955,3
264,30x90.txt,2,10,0.002,0.9,30,6,4,19.80719388,0.2811791383219955,3
265,30x90.txt,2,10,0.002,0.9,30,12,4,3.82131243,0.2811791383219955,3
266,30x90.txt,2,10,0.002,0.9,30,18,4,3.89535809,0.2811791383219955,3
267,30x90.txt,2,10,0.002,0.9,70,6,4,41.04550576,0.2811791383219955,3
268,30x90.txt,2,10,0.002,0.9,70,12,4,3.86984038,0.2811791383219955,3
269,30x90.txt,2,10,0.002,0.9,70,18,4,3.78833544,0.2811791383219955,3
270,30x90.txt,2,30,0.002,0.7,10,6,4,6.18951035,0.3541147132169576,7
271,30x90.txt,2,30,0.002,0.7,10,12,4,7.60246408,0.3625,7
272,30x90.txt,2,30,0.002,0.7,10,18,4,5.83330059,0.3566084788029925,7
273,30x90.txt,2,30,0.002,0.7,30,6,4,7.8945266,0.3541147132169576,7
274,30x90.txt,2,30,0.002,0.7,30,12,4,8.65675747,0.3625,7
275,30x90.txt,2,30,0.002,0.7,30,18,4,8.52409744,0.3566084788029925,7
276,30x90.txt,2,30,0.002,0.7,70,6,4,7.97991312,0.3541147132169576,7
277,30x90.txt,2,30,0.002,0.7,70,12,4,2.74726701,0.2431865828092243,3
278,30x90.txt,2,30,0.002,0.7,70,18,4,8.76470709,0.3566084788029925,7
279,30x90.txt,2,30,0.002,0.8,10,6,4,3.03324091,0.28045977011494255,3
280,30x90.txt,2,30,0.002,0.8,10,12,4,2.10188603,0.2811791383219955,3
281,30x90.txt,2,30,0.002,0.8,10,18,4,4.39305365,0.33726415094339623,5
282,30x90.txt,2,30,0.002,0.8,30,6,4,3.03175008,0.2811791383219955,3
283,30x90.txt,2,30,0.002,0.8,30,12,4,3.76839387,0.2811791383219955,3
284,30x90.txt,2,30,0.002,0.8,30,18,4,3.73085034,0.2811791383219955,3
285,30x90.txt,2,30,0.002,0.8,70,6,4,3.22624898,0.2808219178082192,3
286,30x90.txt,2,30,0.002,0.8,70,12,4,3.7913866,0.2811791383219955,3
287,30x90.txt,2,30,0.002,0.8,70,18,4,3.80686843,0.2811791383219955,3
288,30x90.txt,2,30,0.002,0.9,10,6,4,4.88105047,0.2811791383219955,3
289,30x90.txt,2,30,0.002,0.9,10,12,4,10.22933841,0.37823834196891193,7
290,30x90.txt,2,30,0.002,0.9,10,18,4,3.6002115,0.2811791383219955,3
291,30x90.txt,2,30,0.002,0.9,30,6,4,24.75680292,0.2811791383219955,3
292,30x90.txt,2,30,0.002,0.9,30,12,4,3.7865355,0.2811791383219955,3
293,30x90.txt,2,30,0.002,0.9,30,18,4,3.80523694,0.2811791383219955,3
294,30x90.txt,2,30,0.002,0.9,70,6,4,52.59921813,0.2811791383219955,3
295,30x90.txt,2,30,0.002,0.9,70,12,4,3.68179011,0.2811791383219955,3
296,30x90.txt,2,30,0.002,0.9,70,18,4,3.729985,0.2811791383219955,3
297,30x90.txt,2,50,0.002,0.7,10,6,4,7.8114171,0.35910224438902744,7
298,30x90.txt,2,50,0.002,0.7,10,12,4,6.19907689,0.36683417085427134,7
299,30x90.txt,2,50,0.002,0.7,10,18,4,4.82581651,0.32798165137614677,5
300,30x90.txt,2,50,0.002,0.7,30,6,4,2.373299,0.24890829694323144,3
301,30x90.txt,2,50,0.002,0.7,30,12,4,2.86587489,0.24735729386892177,3
302,30x90.txt,2,50,0.002,0.7,30,18,4,5.62008643,0.32798165137614677,5
303,30x90.txt,2,50,0.002,0.7,70,6,4,2.36330938,0.24476987447698745,3
304,30x90.txt,2,50,0.002,0.7,70,12,4,2.68824899,0.267223382045929,3
305,30x90.txt,2,50,0.002,0.7,70,18,4,5.59377551,0.32798165137614677,5
306,30x90.txt,2,50,0.002,0.8,10,6,4,7.79679239,0.3870967741935484,7
307,30x90.txt,2,50,0.002,0.8,10,12,4,7.15134144,0.37823834196891193,7
308,30x90.txt,2,50,0.002,0.8,10,18,4,8.50787747,0.37823834196891193,7
309,30x90.txt,2,50,0.002,0.8,30,6,4,4.00639951,0.2811791383219955,3
310,30x90.txt,2,50,0.002,0.8,30,12,4,3.82127357,0.2811791383219955,3
311,30x90.txt,2,50,0.002,0.8,30,18,4,3.59983957,0.2811791383219955,3
312,30x90.txt,2,50,0.002,0.8,70,6,4,4.15798831,0.2811791383219955,3
313,30x90.txt,2,50,0.002,0.8,70,12,4,3.67838311,0.2811791383219955,3
314,30x90.txt,2,50,0.002,0.8,70,18,4,3.75737417,0.2811791383219955,3
315,30x90.txt,2,50,0.002,0.9,10,6,4,4.39814115,0.2811791383219955,3
